INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182008935,03115,Investigate Person,INVESTIGATE PERSON,E18,535,,2018-02-03 10:08:00,2018,2,Saturday,10,Part Three,TURTLE POND PKWY,42.24807145,-71.13799559,"(42.24807145, -71.13799559)"
I182008934,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,14,,2018-02-03 09:25:00,2018,2,Saturday,9,Part Two,BENNINGTON ST,42.38305084,-71.01735360,"(42.38305084, -71.01735360)"
I182008932,03201,Property Lost,PROPERTY - LOST,A7,8,,2018-02-01 16:00:00,2018,2,Thursday,16,Part Three,ORIENT AVE,42.39013633,-71.00295656,"(42.39013633, -71.00295656)"
I182008930,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,175,,2018-02-03 09:24:00,2018,2,Saturday,9,Part Three,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I182008929,03115,Investigate Person,INVESTIGATE PERSON,B2,327,,2018-02-03 07:30:00,2018,2,Saturday,7,Part Three,WOODLEDGE ST,42.31465095,-71.07448006,"(42.31465095, -71.07448006)"
I182008928,01402,Vandalism,VANDALISM,E5,730,,2018-01-30 12:00:00,2018,1,Tuesday,12,Part Two,BERWICK ST,42.28257717,-71.16997918,"(42.28257717, -71.16997918)"
I182008927,03410,Towed,TOWED MOTOR VEHICLE,E13,644,,2018-02-03 09:50:00,2018,2,Saturday,9,Part Three,CENTRE ST,42.30903072,-71.11702662,"(42.30903072, -71.11702662)"
I182008926,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,61,,2018-01-31 19:15:00,2018,1,Wednesday,19,Part Two,CAUSEWAY ST,42.36568533,-71.06097646,"(42.36568533, -71.06097646)"
I182008926,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,61,,2018-01-31 19:15:00,2018,1,Wednesday,19,Part One,CAUSEWAY ST,42.36568533,-71.06097646,"(42.36568533, -71.06097646)"
I182008925,00619,Larceny,LARCENY ALL OTHERS,A1,65,,2017-12-12 15:00:00,2017,12,Tuesday,15,Part One,CAMBRIDGE ST,42.36122324,-71.06593235,"(42.36122324, -71.06593235)"
I182008924,03114,Investigate Property,INVESTIGATE PROPERTY,D4,154,,2018-02-03 09:09:00,2018,2,Saturday,9,Part Three,W NEWTON ST,42.34225888,-71.07749696,"(42.34225888, -71.07749696)"
I182008923,00619,Larceny,LARCENY ALL OTHERS,C6,226,,2018-01-11 00:00:00,2018,1,Thursday,0,Part One,E BROADWAY,42.33557815,-71.03867318,"(42.33557815, -71.03867318)"
I182008922,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,, ,,2018-02-03 08:42:00,2018,2,Saturday,8,Part Three,,42.32692846,-71.06695626,"(42.32692846, -71.06695626)"
I182008921,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,796,,2018-02-03 08:29:05,2018,2,Saturday,8,Part Three,COMMONWEALTH AVE,42.35027252,-71.12812209,"(42.35027252, -71.12812209)"
I182008920,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,796,,2018-02-03 07:51:00,2018,2,Saturday,7,Part Three,BRIGHTON AVE,42.35245899,-71.12805084,"(42.35245899, -71.12805084)"
I182008919,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,285,,2018-02-03 07:48:00,2018,2,Saturday,7,Part One,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I182008918,03114,Investigate Property,INVESTIGATE PROPERTY,B3,454,,2018-02-03 07:45:00,2018,2,Saturday,7,Part Three,HARVARD AVE,42.30013580,-71.07563344,"(42.30013580, -71.07563344)"
I182008917,03115,Investigate Person,INVESTIGATE PERSON,D4,157,,2018-02-03 07:32:00,2018,2,Saturday,7,Part Three,RUTLAND ST,42.34020387,-71.07645111,"(42.34020387, -71.07645111)"
I182008916,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,, ,,2018-02-02 19:00:00,2018,2,Friday,19,Part Three,,42.29711554,-71.07706101,"(42.29711554, -71.07706101)"
I182008914,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,113,,2018-02-03 07:07:00,2018,2,Saturday,7,Part Two,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I182008913,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,341,,2018-02-03 06:53:00,2018,2,Saturday,6,Part Three,BOWDOIN ST,42.30609356,-71.06718570,"(42.30609356, -71.06718570)"
I182008912,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,377,,2018-02-03 07:12:00,2018,2,Saturday,7,Part Three,BOUTWELL ST,42.29086540,-71.05312326,"(42.29086540, -71.05312326)"
I182008911,02629,Harassment,HARASSMENT,A15,47,,2018-02-03 06:18:00,2018,2,Saturday,6,Part Two,CHAPPIE ST,42.38313633,-71.06861794,"(42.38313633, -71.06861794)"
I182008908,00801,Simple Assault,ASSAULT - SIMPLE,A1,85,,2018-02-03 03:51:00,2018,2,Saturday,3,Part Two,N MARGIN ST,42.36490476,-71.05671873,"(42.36490476, -71.05671873)"
I182008907,01402,Vandalism,VANDALISM,D4,624,,2018-02-03 05:16:00,2018,2,Saturday,5,Part Two,PETERBOROUGH ST,42.34402604,-71.09615503,"(42.34402604, -71.09615503)"
I182008906,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,445,,2018-02-03 04:20:00,2018,2,Saturday,4,Part One,GREENWOOD ST,42.29716347,-71.07954018,"(42.29716347, -71.07954018)"
I182008905,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,598,,2018-02-03 03:50:00,2018,2,Saturday,3,Part Three,MASSACHUSETTS AVE,42.34676463,-71.08747789,"(42.34676463, -71.08747789)"
I182008904,02101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,A7,824,,2018-02-03 04:10:00,2018,2,Saturday,4,Part Two,EUTAW ST,42.38020764,-71.03493578,"(42.38020764, -71.03493578)"
I182008903,03115,Investigate Person,INVESTIGATE PERSON,C11,373,,2018-02-03 04:15:00,2018,2,Saturday,4,Part Three,WILLIAM T MORRISSEY BLVD,42.29344015,-71.04758498,"(42.29344015, -71.04758498)"
I182008902,00561,Other Burglary,BURGLARY - OTHER - ATTEMPT,D4,135,,2018-02-03 03:41:00,2018,2,Saturday,3,Part One,BEACON ST,42.35275712,-71.08240215,"(42.35275712, -71.08240215)"
I182008901,03115,Investigate Person,INVESTIGATE PERSON,B3,455,,2018-02-03 03:18:00,2018,2,Saturday,3,Part Three,RADCLIFFE ST,42.30020194,-71.07835353,"(42.30020194, -71.07835353)"
I182008900,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",C11,364,,2018-02-03 02:56:00,2018,2,Saturday,2,Part Three,CENTRE ST,42.29451627,-71.05875403,"(42.29451627, -71.05875403)"
I182008899,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,B2,279,,2018-02-02 23:55:00,2018,2,Friday,23,Part Three,DUDLEY ST,42.32859700,-71.08274741,"(42.32859700, -71.08274741)"
I182008898,00619,Larceny,LARCENY ALL OTHERS,A1,103,,2018-02-02 11:00:00,2018,2,Friday,11,Part One,SCHOOL ST,42.35788876,-71.06010047,"(42.35788876, -71.06010047)"
I182008896,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,809,,2018-02-03 03:27:00,2018,2,Saturday,3,Part One,COLERAIN ST,42.35792028,-71.13629639,"(42.35792028, -71.13629639)"
I182008895,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,,2018-02-03 03:05:00,2018,2,Saturday,3,Part Three,HARRISON AVE,42.34017526,-71.06860354,"(42.34017526, -71.06860354)"
I182008893,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,124,,2018-02-03 02:57:00,2018,2,Saturday,2,Part Three,HARRISON AVE,42.35062199,-71.06151653,"(42.35062199, -71.06151653)"
I182008892,03304,Assembly or Gathering Violations,NOISY PARTY/RADIO-NO ARREST,B2,329,,2018-02-03 03:11:00,2018,2,Saturday,3,Part Three,DEVON ST,42.31038717,-71.08054530,"(42.31038717, -71.08054530)"
I182008890,03008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,E13,652,,2018-02-03 02:55:00,2018,2,Saturday,2,Part Three,ASTICOU RD,42.30029579,-71.11520339,"(42.30029579, -71.11520339)"
I182008889,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,, ,,2018-02-03 02:29:00,2018,2,Saturday,2,Part Three,,42.34725532,-71.07350584,"(42.34725532, -71.07350584)"
I182008888,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,2018-02-03 02:24:00,2018,2,Saturday,2,Part Two,CAUSEWAY ST,42.36481242,-71.06239330,"(42.36481242, -71.06239330)"
I182008887,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,179,,2018-02-03 02:53:00,2018,2,Saturday,2,Part Two,FARNHAM ST,42.33043599,-71.07400123,"(42.33043599, -71.07400123)"
I182008887,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,179,,2018-02-03 02:53:00,2018,2,Saturday,2,Part Two,FARNHAM ST,42.33043599,-71.07400123,"(42.33043599, -71.07400123)"
I182008885,03301,Verbal Disputes,VERBAL DISPUTE,C11,335,,2018-02-03 02:23:00,2018,2,Saturday,2,Part Three,COLEMAN ST,42.30776342,-71.06683062,"(42.30776342, -71.06683062)"
I182008885,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,335,,2018-02-03 02:23:00,2018,2,Saturday,2,Part Two,COLEMAN ST,42.30776342,-71.06683062,"(42.30776342, -71.06683062)"
I182008884,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,162,,2018-02-03 02:26:00,2018,2,Saturday,2,Part Three,ALBANY ST,42.34402658,-71.06206392,"(42.34402658, -71.06206392)"
I182008883,03201,Property Lost,PROPERTY - LOST,A1,103,,2018-02-03 01:30:00,2018,2,Saturday,1,Part Three,PROVINCE ST,42.35693030,-71.06005008,"(42.35693030, -71.06005008)"
I182008882,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,,2018-02-03 01:55:00,2018,2,Saturday,1,Part Three,COLUMBUS AVE,,,"(0.00000000, 0.00000000)"
I182008881,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,402,,2018-02-03 01:37:00,2018,2,Saturday,1,Part Three,WASHINGTON ST,42.28277895,-71.07135525,"(42.28277895, -71.07135525)"
I182008880,03115,Investigate Person,INVESTIGATE PERSON,A7,29,,2018-02-03 01:31:00,2018,2,Saturday,1,Part Three,SUMNER ST,42.36884343,-71.03967544,"(42.36884343, -71.03967544)"
I182008879,03114,Investigate Property,INVESTIGATE PROPERTY,C11,347,,2018-02-03 01:39:00,2018,2,Saturday,1,Part Three,EAST ST,42.30761110,-71.05970561,"(42.30761110, -71.05970561)"
I182008876,02647,Other,THREATS TO DO BODILY HARM,E13,948,,2018-02-03 00:52:00,2018,2,Saturday,0,Part Two,AMORY ST,42.31915678,-71.10067583,"(42.31915678, -71.10067583)"
I182008875,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,207,,2018-02-03 00:28:01,2018,2,Saturday,0,Part Two,NORTHERN AVE,42.35320826,-71.04647140,"(42.35320826, -71.04647140)"
I182008873,03301,Verbal Disputes,VERBAL DISPUTE,C11,247,,2018-02-03 00:35:00,2018,2,Saturday,0,Part Three,PEARL ST,42.31493506,-71.05834852,"(42.31493506, -71.05834852)"
I182008872,00611,Larceny,LARCENY PICK-POCKET,A1,93,,2018-02-03 00:15:00,2018,2,Saturday,0,Part One,FANEUIL HALL SQ,42.36020464,-71.05620816,"(42.36020464, -71.05620816)"
I182008871,02905,Violations,VAL - OPERATING WITHOUT LICENSE,B2,321,,2018-02-03 00:35:00,2018,2,Saturday,0,Part Two,BLUE HILL AVE,42.30952511,-71.08261838,"(42.30952511, -71.08261838)"
I182008871,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,321,,2018-02-03 00:35:00,2018,2,Saturday,0,Part Three,BLUE HILL AVE,42.30952511,-71.08261838,"(42.30952511, -71.08261838)"
I182008868,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E5,674,,2018-02-03 00:05:00,2018,2,Saturday,0,Part Three,FARQUHAR ST,42.28936677,-71.13564964,"(42.28936677, -71.13564964)"
I182008866,03301,Verbal Disputes,VERBAL DISPUTE,C11,352,,2018-02-02 23:34:00,2018,2,Friday,23,Part Three,CHARLES ST,42.29990887,-71.06424768,"(42.29990887, -71.06424768)"
I182008865,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,,2018-02-02 00:00:00,2018,2,Friday,0,Part Three,,42.33359095,-71.07342099,"(42.33359095, -71.07342099)"
I182008864,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,288,,2018-02-02 23:06:00,2018,2,Friday,23,Part Two,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I182008864,02610,Other,TRESPASSING,B2,288,,2018-02-02 23:06:00,2018,2,Friday,23,Part Two,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I182008863,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,E13,576,,2018-02-02 23:52:00,2018,2,Friday,23,Part Three,AMORY ST,42.31532445,-71.10427615,"(42.31532445, -71.10427615)"
I182008862,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,936,,2018-02-02 23:24:00,2018,2,Friday,23,Part Two,B ST,42.34061082,-71.05414345,"(42.34061082, -71.05414345)"
I182008861,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,65,,2018-02-02 23:03:00,2018,2,Friday,23,Part Three,BLOSSOM ST,42.36252958,-71.06687873,"(42.36252958, -71.06687873)"
I182008860,03001,Medical Assistance,DEATH INVESTIGATION,D4,150,,2018-02-02 23:19:00,2018,2,Friday,23,Part Three,COLUMBUS AVE,42.34659261,-71.07422967,"(42.34659261, -71.07422967)"
I182008860,03007,Medical Assistance,SUDDEN DEATH,D4,150,,2018-02-02 23:19:00,2018,2,Friday,23,Part Three,COLUMBUS AVE,42.34659261,-71.07422967,"(42.34659261, -71.07422967)"
I182008859,01830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,206,,2018-02-02 21:34:00,2018,2,Friday,21,Part Two,NORTHERN AVE,42.35320826,-71.04647140,"(42.35320826, -71.04647140)"
I182008858,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,449,,2018-02-02 21:58:08,2018,2,Friday,21,Part Three,WHEATLAND AVE,42.29286008,-71.07617677,"(42.29286008, -71.07617677)"
I182008856,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,430,,2018-02-02 20:56:00,2018,2,Friday,20,Part One,BLUE HILL AVE,42.28611489,-71.09071443,"(42.28611489, -71.09071443)"
I182008856,02007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,430,,2018-02-02 20:56:00,2018,2,Friday,20,Part Two,BLUE HILL AVE,42.28611489,-71.09071443,"(42.28611489, -71.09071443)"
I182008855,00619,Larceny,LARCENY ALL OTHERS,D4,129,,2018-02-02 21:04:00,2018,2,Friday,21,Part One,BERKELEY ST,42.35060226,-71.07273327,"(42.35060226, -71.07273327)"
I182008854,02905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,11,,2018-02-02 22:26:00,2018,2,Friday,22,Part Two,CHELSEA ST,42.38391569,-71.02266216,"(42.38391569, -71.02266216)"
I182008854,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A7,11,,2018-02-02 22:26:00,2018,2,Friday,22,Part Three,CHELSEA ST,42.38391569,-71.02266216,"(42.38391569, -71.02266216)"
I182008854,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,11,,2018-02-02 22:26:00,2018,2,Friday,22,Part Three,CHELSEA ST,42.38391569,-71.02266216,"(42.38391569, -71.02266216)"
I182008854,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A7,11,,2018-02-02 22:26:00,2018,2,Friday,22,Part Two,CHELSEA ST,42.38391569,-71.02266216,"(42.38391569, -71.02266216)"
I182008852,02647,Other,THREATS TO DO BODILY HARM,E18,501,,2018-02-02 22:00:27,2018,2,Friday,22,Part Two,HYDE PARK AVE,42.28063521,-71.11889610,"(42.28063521, -71.11889610)"
I182008851,03805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B2,289,,2018-02-02 11:45:00,2018,2,Friday,11,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I182008850,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,520,,2018-02-02 22:17:00,2018,2,Friday,22,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182008849,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,561,,2018-02-02 20:54:00,2018,2,Friday,20,Part Three,JOHNSWOOD RD,42.28342743,-71.12219573,"(42.28342743, -71.12219573)"
I182008848,02101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,A15,60,,2018-02-02 21:10:00,2018,2,Friday,21,Part Two,RUTHERFORD AVE,42.37167264,-71.06326413,"(42.37167264, -71.06326413)"
I182008848,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,A15,60,,2018-02-02 21:10:00,2018,2,Friday,21,Part Three,RUTHERFORD AVE,42.37167264,-71.06326413,"(42.37167264, -71.06326413)"
I182008846,03115,Investigate Person,INVESTIGATE PERSON,B2,319,,2018-02-02 21:19:00,2018,2,Friday,21,Part Three,NAZING CT,42.30752440,-71.08720471,"(42.30752440, -71.08720471)"
I182008845,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,, ,,2018-02-02 21:30:00,2018,2,Friday,21,Part Three,,42.38339878,-71.01622262,"(42.38339878, -71.01622262)"
I182008844,00801,Simple Assault,ASSAULT - SIMPLE,D14,796,,2018-02-02 21:59:00,2018,2,Friday,21,Part Two,COMMONWEALTH AVE,42.35073963,-71.13047909,"(42.35073963, -71.13047909)"
I182008843,03301,Verbal Disputes,VERBAL DISPUTE,B3,477,,2018-02-02 19:22:00,2018,2,Friday,19,Part Three,STONECREST RD,42.27723796,-71.10626680,"(42.27723796, -71.10626680)"
I182008841,03410,Towed,TOWED MOTOR VEHICLE,A15,60,,2018-02-02 20:14:00,2018,2,Friday,20,Part Three,RUTHERFORD AVE,42.37167264,-71.06326413,"(42.37167264, -71.06326413)"
I182008840,03115,Investigate Person,INVESTIGATE PERSON,B2,330,,2018-02-02 21:09:00,2018,2,Friday,21,Part Three,SEAVER ST,42.30455372,-71.08295366,"(42.30455372, -71.08295366)"
I182008839,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,174,,2018-02-02 21:45:00,2018,2,Friday,21,Part Three,ELLERY ST,42.32974270,-71.05826343,"(42.32974270, -71.05826343)"
I182008838,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C6,175,,2018-02-02 20:40:00,2018,2,Friday,20,Part Two,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I182008837,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,914,,2018-02-02 20:36:00,2018,2,Friday,20,Part Three,DR. MICHAEL GAVIN WAY,42.32614559,-71.05349144,"(42.32614559, -71.05349144)"
I182008836,03115,Investigate Person,INVESTIGATE PERSON,D14,797,,2018-02-02 21:17:00,2018,2,Friday,21,Part Three,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
I182008835,00613,Larceny,LARCENY SHOPLIFTING,D4,141,,2018-02-02 19:48:00,2018,2,Friday,19,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I182008834,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E18,478,,2018-02-02 20:16:00,2018,2,Friday,20,Part Three,SEFTON ST,42.27024204,-71.10687003,"(42.27024204, -71.10687003)"
I182008833,01830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,186,,2018-02-02 20:42:00,2018,2,Friday,20,Part Two,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I182008832,01501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,422,,2018-02-02 20:49:00,2018,2,Friday,20,Part Two,RIVER ST,42.27132363,-71.08183509,"(42.27132363, -71.08183509)"
I182008829,01402,Vandalism,VANDALISM,E13,572,,2018-02-02 20:47:00,2018,2,Friday,20,Part Two,CHILCOTT PL,42.31326021,-71.09966273,"(42.31326021, -71.09966273)"
I182008828,03301,Verbal Disputes,VERBAL DISPUTE,D14,764,,2018-02-02 18:09:00,2018,2,Friday,18,Part Three,HARRIET ST,42.35302384,-71.15475040,"(42.35302384, -71.15475040)"
I182008827,02647,Other,THREATS TO DO BODILY HARM,C11,817,,2018-02-02 20:15:00,2018,2,Friday,20,Part Two,TALBOT AVE,42.28863812,-71.06631579,"(42.28863812, -71.06631579)"
I182008826,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,305,,2018-02-02 20:42:00,2018,2,Friday,20,Part Three,MARTIN LUTHER KING JR BLV,42.32075533,-71.09035419,"(42.32075533, -71.09035419)"
I182008825,02403,Disorderly Conduct,DISTURBING THE PEACE,A1,128,,2018-02-02 18:48:00,2018,2,Friday,18,Part Two,CORTES ST,42.34827698,-71.07038932,"(42.34827698, -71.07038932)"
I182008823,03018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,D4,627,,2018-01-26 23:30:00,2018,1,Friday,23,Part Three,BROOKLINE AVE,42.34518280,-71.10066932,"(42.34518280, -71.10066932)"
I182008822,03201,Property Lost,PROPERTY - LOST,A1,117,,2017-01-21 21:00:00,2017,1,Saturday,21,Part Three,STUART ST,42.35103105,-71.06373331,"(42.35103105, -71.06373331)"
I182008820,03114,Investigate Property,INVESTIGATE PROPERTY,C11,355,,2018-02-02 20:08:00,2018,2,Friday,20,Part Three,GIBSON ST,42.29755533,-71.05970910,"(42.29755533, -71.05970910)"
I182008819,03301,Verbal Disputes,VERBAL DISPUTE,B2,319,,2018-02-02 19:07:00,2018,2,Friday,19,Part Three,SONOMA ST,42.30845311,-71.08718664,"(42.30845311, -71.08718664)"
I182008818,02906,Violations,VAL - OPERATING UNREG/UNINS �CAR,, ,,2018-02-02 18:52:00,2018,2,Friday,18,Part Two,,42.29122708,-71.08913579,"(42.29122708, -71.08913579)"
I182008818,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,, ,,2018-02-02 18:52:00,2018,2,Friday,18,Part Two,,42.29122708,-71.08913579,"(42.29122708, -71.08913579)"
I182008816,03301,Verbal Disputes,VERBAL DISPUTE,D14,956,,2018-02-02 19:27:00,2018,2,Friday,19,Part Three,WASHINGTON ST,42.34266946,-71.14098779,"(42.34266946, -71.14098779)"
I182008815,02629,Harassment,HARASSMENT,A15,47,,2018-02-02 19:00:00,2018,2,Friday,19,Part Two,CHAPPIE ST,42.38313633,-71.06861794,"(42.38313633, -71.06861794)"
I182008814,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E13,505,,2017-09-19 00:00:00,2017,9,Tuesday,0,Part Two,MEYER ST,42.28891530,-71.11497303,"(42.28891530, -71.11497303)"
I182008812,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,815,,2018-02-02 19:19:00,2018,2,Friday,19,Part Three,BRADBURY ST,42.35857763,-71.13232552,"(42.35857763, -71.13232552)"
I182008811,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B2,327,,2017-07-30 13:00:00,2017,7,Sunday,13,Part Three,HARTFORD ST,42.31625130,-71.07289969,"(42.31625130, -71.07289969)"
I182008810,03201,Property Lost,PROPERTY - LOST,C6,207,,2018-02-02 19:41:00,2018,2,Friday,19,Part Three,PARK LN,42.34831222,-71.03897325,"(42.34831222, -71.03897325)"
I182008808,03115,Investigate Person,INVESTIGATE PERSON,B3,431,,2018-02-02 16:25:00,2018,2,Friday,16,Part Three,BALSAM ST,42.28710718,-71.08987195,"(42.28710718, -71.08987195)"
I182008807,02004,Offenses Against Child / Family,CHILD ABANDONMENT (NO ASSAULT),A15,900,,2018-02-02 13:00:00,2018,2,Friday,13,Part Two,WALFORD WAY,42.37843402,-71.05644163,"(42.37843402, -71.05644163)"
I182008807,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,900,,2018-02-02 13:00:00,2018,2,Friday,13,Part Three,WALFORD WAY,42.37843402,-71.05644163,"(42.37843402, -71.05644163)"
I182008805,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,500,,2018-02-02 18:45:00,2018,2,Friday,18,Part Three,AMERICAN LEGION HWY,42.28024537,-71.11622261,"(42.28024537, -71.11622261)"
I182008804,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,261,,2018-02-02 18:45:00,2018,2,Friday,18,Part Two,BROOK AVE,42.32047753,-71.07273673,"(42.32047753, -71.07273673)"
I182008803,03114,Investigate Property,INVESTIGATE PROPERTY,E13,509,,2018-02-02 18:06:00,2018,2,Friday,18,Part Three,WACHUSETT ST,42.29488322,-71.11501506,"(42.29488322, -71.11501506)"
I182008802,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,386,,2018-02-02 17:31:00,2018,2,Friday,17,Part Three,NEPONSET AVE,42.28516191,-71.04142218,"(42.28516191, -71.04142218)"
I182008801,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,630,,2018-02-02 17:30:00,2018,2,Friday,17,Part One,BUSWELL ST,42.34730994,-71.10634646,"(42.34730994, -71.10634646)"
I182008800,03115,Investigate Person,INVESTIGATE PERSON,D14,751,,2018-02-02 18:00:00,2018,2,Friday,18,Part Three,KENRICK ST,42.34669542,-71.16848514,"(42.34669542, -71.16848514)"
I182008799,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,,2018-02-02 17:30:00,2018,2,Friday,17,Part Three,NEW CHARDON ST,42.36273774,-71.06084470,"(42.36273774, -71.06084470)"
I182008798,03115,Investigate Person,INVESTIGATE PERSON,A1,78,,2018-02-02 16:51:00,2018,2,Friday,16,Part Three,BLACKSTONE ST,42.36165196,-71.05630529,"(42.36165196, -71.05630529)"
I182008797,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D14,762,,2018-02-02 17:35:00,2018,2,Friday,17,Part Three,WASHINGTON ST,42.34890289,-71.15890934,"(42.34890289, -71.15890934)"
I182008796,03001,Medical Assistance,DEATH INVESTIGATION,C11,450,,2018-02-02 17:00:00,2018,2,Friday,17,Part Three,WASHINGTON ST,42.29360585,-71.07188650,"(42.29360585, -71.07188650)"
